network,phase,game_num,round,blocker_strategy_id,adversary_strategy_id,blocker_q_max,adversary_q_max,norm_influence,network_type,source
BA-850-m4,train,0,20,6,1,0.13304937,0.049221896,0.35505882352941176,BA,synthetic
BA-850-m4,train,0,21,6,2,0.14542508,0.023822542,0.37282352941176466,BA,synthetic
BA-850-m4,train,0,22,6,2,0.1579265,-0.005727142,0.3892941176470588,BA,synthetic
BA-850-m4,train,0,23,1,2,0.1721432,-0.038602136,0.34247058823529414,BA,synthetic
BA-850-m4,train,0,24,3,2,0.19096673,-0.07332895,0.3689411764705883,BA,synthetic
BA-850-m4,train,0,25,3,1,0.2172798,-0.10888997,0.37411764705882355,BA,synthetic
BA-850-m4,train,0,26,3,1,0.24427645,-0.14459327,0.3716470588235294,BA,synthetic
BA-850-m4,train,0,27,3,1,0.27126253,-0.17946821,0.37129411764705883,BA,synthetic
BA-850-m4,train,0,28,3,1,0.29746753,-0.21004,0.4016470588235294,BA,synthetic
BA-850-m4,train,0,29,3,1,0.32309902,-0.23282582,0.402235294117647,BA,synthetic
BA-850-m4,train,1,0,0,3,-0.021224938,0.21818386,0.11976470588235294,BA,synthetic
BA-850-m4,train,1,1,0,6,-0.019197825,0.21095674,0.12058823529411765,BA,synthetic
BA-850-m4,train,1,2,1,6,-0.016130649,0.20440139,0.19705882352941176,BA,synthetic
BA-850-m4,train,1,3,1,6,-0.011890989,0.19768867,0.15929411764705884,BA,synthetic
BA-850-m4,train,1,4,1,6,-0.007571101,0.1909381,0.18611764705882353,BA,synthetic
BA-850-m4,train,1,5,2,6,-0.0020319521,0.18429661,0.21294117647058824,BA,synthetic
BA-850-m4,train,1,6,2,6,0.0043975413,0.17752255,0.2611764705882353,BA,synthetic
BA-850-m4,train,1,7,2,6,0.011497449,0.17056789,0.23858823529411766,BA,synthetic
BA-850-m4,train,1,8,2,1,0.018815842,0.16324615,0.2696470588235294,BA,synthetic
BA-850-m4,train,1,9,2,1,0.026198693,0.15827104,0.28905882352941176,BA,synthetic
BA-850-m4,train,1,10,2,1,0.034276098,0.15334469,0.3048235294117647,BA,synthetic
BA-850-m4,train,1,11,2,1,0.043089792,0.148165,0.3250588235294118,BA,synthetic
BA-850-m4,train,1,12,2,1,0.05192232,0.14169502,0.33294117647058824,BA,synthetic
BA-850-m4,train,1,13,2,1,0.060519844,0.13454717,0.308,BA,synthetic
BA-850-m4,train,1,14,2,1,0.06935959,0.1267921,0.3195294117647059,BA,synthetic
BA-850-m4,train,1,15,2,1,0.07879398,0.11941957,0.36105882352941177,BA,synthetic
BA-850-m4,train,1,16,2,1,0.089428365,0.11211401,0.3768235294117647,BA,synthetic
BA-850-m4,train,1,17,2,1,0.100173175,0.10357064,0.3452941176470588,BA,synthetic
BA-850-m4,train,1,18,2,1,0.11108996,0.09035373,0.37176470588235294,BA,synthetic
BA-850-m4,train,1,19,2,1,0.122204065,0.07129357,0.3362352941176471,BA,synthetic
BA-850-m4,train,1,20,6,1,0.13304937,0.049221884,0.36576470588235294,BA,synthetic
BA-850-m4,train,1,21,6,2,0.14542502,0.023822524,0.367764705882353,BA,synthetic
BA-850-m4,train,1,22,6,2,0.15792653,-0.005727146,0.3744705882352941,BA,synthetic
BA-850-m4,train,1,23,1,2,0.1721432,-0.03860212,0.4274117647058824,BA,synthetic
BA-850-m4,train,1,24,3,2,0.19096674,-0.07332894,0.35988235294117643,BA,synthetic
BA-850-m4,train,1,25,3,1,0.21727985,-0.10888991,0.3696470588235294,BA,synthetic
BA-850-m4,train,1,26,3,1,0.24427645,-0.14459325,0.3750588235294118,BA,synthetic
BA-850-m4,train,1,27,3,1,0.27126253,-0.17946818,0.37364705882352944,BA,synthetic
BA-850-m4,train,1,28,3,1,0.29746756,-0.21004003,0.40870588235294114,BA,synthetic
BA-850-m4,train,1,29,3,1,0.32309902,-0.23282579,0.3916470588235294,BA,synthetic
BA-850-m4,train,2,0,0,3,-0.021224942,0.21818386,0.11082352941176471,BA,synthetic
BA-850-m4,train,2,1,0,6,-0.019197825,0.21095675,0.17341176470588235,BA,synthetic
BA-850-m4,train,2,2,1,6,-0.016130652,0.20440139,0.2196470588235294,BA,synthetic
BA-850-m4,train,2,3,1,6,-0.011890989,0.19768865,0.21329411764705883,BA,synthetic
BA-850-m4,train,2,4,1,6,-0.0075710975,0.19093809,0.20458823529411765,BA,synthetic
BA-850-m4,train,2,5,2,6,-0.0020319447,0.18429661,0.22141176470588234,BA,synthetic
BA-850-m4,train,2,6,2,6,0.0043975487,0.17752255,0.22741176470588237,BA,synthetic
BA-850-m4,train,2,7,2,6,0.011497453,0.1705679,0.2742352941176471,BA,synthetic
BA-850-m4,train,2,8,2,1,0.018815838,0.16324615,0.27658823529411763,BA,synthetic
BA-850-m4,train,2,9,2,1,0.026198693,0.15827107,0.29505882352941176,BA,synthetic
BA-850-m4,train,2,10,2,1,0.03427611,0.15334469,0.3,BA,synthetic
BA-850-m4,train,2,11,2,1,0.043089792,0.14816499,0.29305882352941176,BA,synthetic
BA-850-m4,train,2,12,2,1,0.05192233,0.14169502,0.3149411764705882,BA,synthetic
BA-850-m4,train,2,13,2,1,0.06051985,0.13454714,0.31411764705882356,BA,synthetic
BA-850-m4,train,2,14,2,1,0.069359586,0.1267921,0.3527058823529412,BA,synthetic
BA-850-m4,train,2,15,2,1,0.07879398,0.119419575,0.33976470588235297,BA,synthetic
BA-850-m4,train,2,16,2,1,0.089428365,0.11211402,0.3384705882352941,BA,synthetic
BA-850-m4,train,2,17,2,1,0.100173175,0.10357064,0.3483529411764706,BA,synthetic
BA-850-m4,train,2,18,2,1,0.11108997,0.09035373,0.3491764705882353,BA,synthetic
BA-850-m4,train,2,19,2,1,0.122204065,0.07129358,0.36670588235294116,BA,synthetic
BA-850-m4,train,2,20,6,1,0.13304937,0.049221896,0.3755294117647059,BA,synthetic
BA-850-m4,train,2,21,6,2,0.14542505,0.023822537,0.3608235294117647,BA,synthetic
BA-850-m4,train,2,22,6,2,0.15792653,-0.005727142,0.3761176470588235,BA,synthetic
BA-850-m4,train,2,23,1,2,0.17214322,-0.03860212,0.36305882352941177,BA,synthetic
BA-850-m4,train,2,24,3,2,0.19096674,-0.07332892,0.38494117647058823,BA,synthetic
BA-850-m4,train,2,25,3,1,0.21727982,-0.10888991,0.3795294117647059,BA,synthetic
BA-850-m4,train,2,26,3,1,0.2442764,-0.14459325,0.3895294117647059,BA,synthetic
BA-850-m4,train,2,27,3,1,0.2712625,-0.17946821,0.3861176470588235,BA,synthetic
BA-850-m4,train,2,28,3,1,0.29746756,-0.21004003,0.3844705882352941,BA,synthetic
BA-850-m4,train,2,29,3,1,0.32309896,-0.23282585,0.39447058823529413,BA,synthetic
BA-850-m4,train,3,0,0,3,-0.021224946,0.21818386,0.066,BA,synthetic
BA-850-m4,train,3,1,0,6,-0.019197829,0.21095675,0.1635294117647059,BA,synthetic
BA-850-m4,train,3,2,1,6,-0.016130652,0.20440139,0.17552941176470588,BA,synthetic
BA-850-m4,train,3,3,1,6,-0.011890985,0.19768867,0.2503529411764706,BA,synthetic
BA-850-m4,train,3,4,1,6,-0.0075710937,0.19093809,0.20176470588235293,BA,synthetic
BA-850-m4,train,3,5,2,6,-0.0020319521,0.18429661,0.2411764705882353,BA,synthetic
BA-850-m4,train,3,6,2,6,0.004397534,0.17752254,0.22705882352941176,BA,synthetic
BA-850-m4,train,3,7,2,6,0.011497449,0.17056789,0.23941176470588235,BA,synthetic
BA-850-m4,train,3,8,2,1,0.018815842,0.16324615,0.2823529411764706,BA,synthetic
BA-850-m4,train,3,9,2,1,0.026198689,0.15827107,0.2898823529411765,BA,synthetic
BA-850-m4,train,3,10,2,1,0.034276105,0.15334469,0.312,BA,synthetic
BA-850-m4,train,3,11,2,1,0.04308979,0.14816499,0.30600000000000005,BA,synthetic
BA-850-m4,train,3,12,2,1,0.05192233,0.14169501,0.3556470588235294,BA,synthetic
BA-850-m4,train,3,13,2,1,0.060519844,0.13454717,0.34329411764705886,BA,synthetic
BA-850-m4,train,3,14,2,1,0.069359586,0.1267921,0.33176470588235296,BA,synthetic
BA-850-m4,train,3,15,2,1,0.07879398,0.119419575,0.3208235294117647,BA,synthetic
BA-850-m4,train,3,16,2,1,0.089428365,0.11211402,0.3288235294117647,BA,synthetic
BA-850-m4,train,3,17,2,1,0.100173175,0.10357064,0.3265882352941177,BA,synthetic
BA-850-m4,train,3,18,2,1,0.111089975,0.09035374,0.3761176470588235,BA,synthetic
BA-850-m4,train,3,19,2,1,0.122204065,0.07129356,0.38011764705882356,BA,synthetic
BA-850-m4,train,3,20,6,1,0.13304937,0.0492219,0.3591764705882353,BA,synthetic
BA-850-m4,train,3,21,6,2,0.14542502,0.02382253,0.3704705882352941,BA,synthetic
BA-850-m4,train,3,22,6,2,0.1579265,-0.005727146,0.3596470588235294,BA,synthetic
BA-850-m4,train,3,23,1,2,0.1721432,-0.038602136,0.3816470588235294,BA,synthetic
BA-850-m4,train,3,24,3,2,0.19096673,-0.073328935,0.38399999999999995,BA,synthetic
BA-850-m4,train,3,25,3,1,0.21727982,-0.10888992,0.4021176470588235,BA,synthetic
BA-850-m4,train,3,26,3,1,0.24427642,-0.14459327,0.37858823529411767,BA,synthetic
BA-850-m4,train,3,27,3,1,0.2712625,-0.17946821,0.3683529411764706,BA,synthetic
BA-850-m4,train,3,28,3,1,0.2974676,-0.21003997,0.4042352941176471,BA,synthetic
BA-850-m4,train,3,29,3,1,0.32309896,-0.23282585,0.39835294117647063,BA,synthetic
BA-850-m4,train,4,0,0,3,-0.021224938,0.21818383,0.11070588235294117,BA,synthetic
BA-850-m4,train,4,1,0,6,-0.019197825,0.21095674,0.12670588235294117,BA,synthetic
BA-850-m4,train,4,2,1,6,-0.016130656,0.20440139,0.2028235294117647,BA,synthetic
BA-850-m4,train,4,3,1,6,-0.011890981,0.19768868,0.25270588235294117,BA,synthetic
BA-850-m4,train,4,4,1,6,-0.0075710975,0.1909381,0.20564705882352943,BA,synthetic
BA-850-m4,train,4,5,2,6,-0.0020319521,0.18429661,0.23447058823529413,BA,synthetic
BA-850-m4,train,4,6,2,6,0.0043975487,0.17752255,0.26623529411764707,BA,synthetic
BA-850-m4,train,4,7,2,6,0.011497438,0.1705679,0.26188235294117646,BA,synthetic
BA-850-m4,train,4,8,2,1,0.018815845,0.16324615,0.2536470588235294,BA,synthetic
BA-850-m4,train,4,9,2,1,0.0261987,0.15827107,0.280235294117647,BA,synthetic
BA-850-m4,train,4,10,2,1,0.034276098,0.15334469,0.30729411764705883,BA,synthetic
BA-850-m4,train,4,11,2,1,0.043089792,0.14816499,0.31129411764705883,BA,synthetic
BA-850-m4,train,4,12,2,1,0.05192232,0.14169501,0.31717647058823534,BA,synthetic
BA-850-m4,train,4,13,2,1,0.06051985,0.13454716,0.32129411764705884,BA,synthetic
BA-850-m4,train,4,14,2,1,0.069359586,0.1267921,0.3110588235294117,BA,synthetic
BA-850-m4,train,4,15,2,1,0.07879399,0.11941957,0.37058823529411766,BA,synthetic
BA-850-m4,train,4,16,2,1,0.089428365,0.11211403,0.3564705882352941,BA,synthetic
BA-850-m4,train,4,17,2,1,0.100173175,0.10357064,0.367764705882353,BA,synthetic
BA-850-m4,train,4,18,2,1,0.11108997,0.09035373,0.37988235294117645,BA,synthetic
BA-850-m4,train,4,19,2,1,0.122204065,0.07129356,0.36576470588235294,BA,synthetic
BA-850-m4,train,4,20,6,1,0.13304937,0.0492219,0.36576470588235294,BA,synthetic
BA-850-m4,train,4,21,6,2,0.14542505,0.023822537,0.41223529411764703,BA,synthetic
BA-850-m4,train,4,22,6,2,0.15792653,-0.0057271533,0.3711764705882353,BA,synthetic
BA-850-m4,train,4,23,1,2,0.1721432,-0.038602144,0.368,BA,synthetic
BA-850-m4,train,4,24,3,2,0.19096674,-0.07332896,0.37717647058823534,BA,synthetic
BA-850-m4,train,4,25,3,1,0.21727982,-0.10888994,0.35411764705882354,BA,synthetic
BA-850-m4,train,4,26,3,1,0.2442764,-0.14459327,0.3730588235294118,BA,synthetic
BA-850-m4,train,4,27,3,1,0.27126253,-0.17946821,0.36176470588235293,BA,synthetic
BA-850-m4,train,4,28,3,1,0.29746756,-0.21004003,0.3950588235294118,BA,synthetic
BA-850-m4,train,4,29,3,1,0.32309902,-0.23282582,0.37141176470588233,BA,synthetic
ER-800-p0.010,train,0,0,0,3,-0.02107741,0.21818377,0.021875,ER,synthetic
