network,phase,game_num,round,blocker_strategy_id,adversary_strategy_id,blocker_q_max,adversary_q_max,norm_influence,network_type,source
BA-800-m3,train,2,2,1,5,-4.4391985,4.571452,0.009125,BA,synthetic
BA-800-m3,train,2,3,1,5,-4.276192,4.3946786,0.028999999999999998,BA,synthetic
BA-800-m3,train,2,4,1,5,-4.1123066,4.2173767,0.015375000000000002,BA,synthetic
BA-800-m3,train,2,5,1,5,-3.9554255,4.049276,0.02175,BA,synthetic
BA-800-m3,train,2,6,1,5,-3.7997954,3.882607,0.026875,BA,synthetic
BA-800-m3,train,2,7,1,5,-3.6411014,3.7127168,0.021875,BA,synthetic
BA-800-m3,train,2,8,1,2,-3.4640818,3.5482645,0.0355,BA,synthetic
BA-800-m3,train,2,9,1,2,-3.2938323,3.3673577,0.058375,BA,synthetic
BA-800-m3,train,2,10,1,2,-3.1213174,3.189708,0.084625,BA,synthetic
BA-800-m3,train,2,11,1,2,-2.9491432,3.0109067,0.09387499999999999,BA,synthetic
BA-800-m3,train,2,12,1,2,-2.7796938,2.8370492,0.108875,BA,synthetic
BA-800-m3,train,2,13,1,2,-2.6102912,2.6625931,0.117625,BA,synthetic
BA-800-m3,train,2,14,1,2,-2.4420168,2.4870632,0.124,BA,synthetic
BA-800-m3,train,2,15,1,2,-2.2664416,2.304065,0.132,BA,synthetic
BA-800-m3,train,2,16,1,2,-2.0734239,2.1015046,0.146625,BA,synthetic
BA-800-m3,train,2,17,1,2,-1.863412,1.8777637,0.140375,BA,synthetic
BA-800-m3,train,2,18,1,2,-1.6019539,1.6143379,0.13625,BA,synthetic
BA-800-m3,train,2,19,1,2,-1.2847235,1.2913787,0.1405,BA,synthetic
BA-800-m3,train,2,20,1,2,-0.95749915,0.95974934,0.172375,BA,synthetic
BA-800-m3,train,2,21,4,2,-0.6207206,0.62069434,0.1585,BA,synthetic
BA-800-m3,train,2,22,4,2,-0.30037224,0.29865766,0.14075,BA,synthetic
BA-800-m3,train,2,23,4,2,0.024367936,-0.017123193,0.17375,BA,synthetic
BA-800-m3,train,2,24,4,1,0.3479573,-0.3171988,0.18637499999999999,BA,synthetic
BA-800-m3,train,2,25,4,1,0.58192915,-0.5358473,0.186125,BA,synthetic
BA-800-m3,train,2,26,1,1,0.6484107,-0.59829944,0.204125,BA,synthetic
BA-800-m3,train,2,27,1,1,0.71357983,-0.6483405,0.21137499999999998,BA,synthetic
BA-800-m3,train,2,28,1,5,0.76579523,-0.6899797,0.20587499999999997,BA,synthetic
BA-800-m3,train,2,29,1,5,0.81433743,-0.72525036,0.20325,BA,synthetic
BA-800-m3,train,3,0,1,5,-4.7683816,4.929553,0.003125,BA,synthetic
BA-800-m3,train,3,1,1,5,-4.60377,4.750371,0.0025,BA,synthetic
BA-800-m3,train,3,2,1,5,-4.4391985,4.571452,0.016,BA,synthetic
BA-800-m3,train,3,3,1,5,-4.2761927,4.3946776,0.01375,BA,synthetic
BA-800-m3,train,3,4,1,5,-4.112307,4.2173767,0.013375,BA,synthetic
BA-800-m3,train,3,5,1,5,-3.9554253,4.0492754,0.018625,BA,synthetic
BA-800-m3,train,3,6,1,5,-3.7997956,3.882607,0.014125,BA,synthetic
BA-800-m3,train,3,7,1,5,-3.6411014,3.7127168,0.012624999999999999,BA,synthetic
BA-800-m3,train,3,8,1,2,-3.4640818,3.5482645,0.036625,BA,synthetic
BA-800-m3,train,3,9,1,2,-3.2938323,3.367358,0.05325,BA,synthetic
BA-800-m3,train,3,10,1,2,-3.121317,3.189708,0.071625,BA,synthetic
BA-800-m3,train,3,11,1,2,-2.9491432,3.010907,0.086625,BA,synthetic
BA-800-m3,train,3,12,1,2,-2.779694,2.8370492,0.122875,BA,synthetic
BA-800-m3,train,3,13,1,2,-2.6102912,2.6625931,0.10400000000000001,BA,synthetic
BA-800-m3,train,3,14,1,2,-2.4420168,2.4870634,0.1195,BA,synthetic
BA-800-m3,train,3,15,1,2,-2.2664416,2.304065,0.128125,BA,synthetic
BA-800-m3,train,3,16,1,2,-2.0734239,2.1015046,0.15137499999999998,BA,synthetic
BA-800-m3,train,3,17,1,2,-1.863412,1.8777637,0.157875,BA,synthetic
BA-800-m3,train,3,18,1,2,-1.6019539,1.6143379,0.150875,BA,synthetic
BA-800-m3,train,3,19,1,2,-1.2847235,1.2913787,0.14075,BA,synthetic
BA-800-m3,train,3,20,1,2,-0.957499,0.9597493,0.14887499999999998,BA,synthetic
BA-800-m3,train,3,21,4,2,-0.62072057,0.62069446,0.16449999999999998,BA,synthetic
BA-800-m3,train,3,22,4,2,-0.3003723,0.2986577,0.174375,BA,synthetic
BA-800-m3,train,3,23,4,2,0.024367921,-0.017123193,0.16399999999999998,BA,synthetic
BA-800-m3,train,3,24,4,1,0.3479573,-0.31719872,0.196,BA,synthetic
BA-800-m3,train,3,25,4,1,0.5819292,-0.5358473,0.198625,BA,synthetic
BA-800-m3,train,3,26,1,1,0.6484106,-0.59829944,0.1975,BA,synthetic
BA-800-m3,train,3,27,1,1,0.7135798,-0.6483405,0.2115,BA,synthetic
BA-800-m3,train,3,28,1,5,0.76579535,-0.6899797,0.198625,BA,synthetic
BA-800-m3,train,3,29,1,5,0.81433743,-0.72525036,0.20712499999999998,BA,synthetic
BA-800-m3,train,4,0,1,5,-4.768382,4.929553,0.002125,BA,synthetic
BA-800-m3,train,4,1,1,5,-4.60377,4.7503705,0.00475,BA,synthetic
BA-800-m3,train,4,2,1,5,-4.4391985,4.571452,0.013500000000000002,BA,synthetic
BA-800-m3,train,4,3,1,5,-4.2761927,4.3946786,0.035125,BA,synthetic
BA-800-m3,train,4,4,1,5,-4.112307,4.2173767,0.010125,BA,synthetic
BA-800-m3,train,4,5,1,5,-3.9554255,4.0492754,0.011375,BA,synthetic
BA-800-m3,train,4,6,1,5,-3.7997954,3.882607,0.02175,BA,synthetic
BA-800-m3,train,4,7,1,5,-3.6411014,3.7127168,0.013875,BA,synthetic
BA-800-m3,train,4,8,1,2,-3.4640815,3.5482645,0.042125,BA,synthetic
BA-800-m3,train,4,9,1,2,-3.2938323,3.3673577,0.066,BA,synthetic
BA-800-m3,train,4,10,1,2,-3.121317,3.189708,0.0625,BA,synthetic
BA-800-m3,train,4,11,1,2,-2.9491432,3.010907,0.09362500000000001,BA,synthetic
BA-800-m3,train,4,12,1,2,-2.779694,2.8370492,0.093125,BA,synthetic
BA-800-m3,train,4,13,1,2,-2.6102912,2.6625931,0.124375,BA,synthetic
BA-800-m3,train,4,14,1,2,-2.4420168,2.4870634,0.123375,BA,synthetic
BA-800-m3,train,4,15,1,2,-2.2664416,2.304065,0.10737500000000001,BA,synthetic
BA-800-m3,train,4,16,1,2,-2.0734239,2.1015046,0.128,BA,synthetic
BA-800-m3,train,4,17,1,2,-1.863412,1.8777637,0.128125,BA,synthetic
BA-800-m3,train,4,18,1,2,-1.6019537,1.6143379,0.14925,BA,synthetic
BA-800-m3,train,4,19,1,2,-1.2847235,1.2913787,0.15925,BA,synthetic
BA-800-m3,train,4,20,1,2,-0.95749927,0.95974934,0.155875,BA,synthetic
BA-800-m3,train,4,21,4,2,-0.62072057,0.62069446,0.16912500000000003,BA,synthetic
BA-800-m3,train,4,22,4,2,-0.30037224,0.29865766,0.164875,BA,synthetic
BA-800-m3,train,4,23,4,2,0.024367973,-0.017123267,0.168375,BA,synthetic
BA-800-m3,train,4,24,4,1,0.34795728,-0.31719878,0.193375,BA,synthetic
BA-800-m3,train,4,25,4,1,0.58192915,-0.5358473,0.174,BA,synthetic
BA-800-m3,train,4,26,1,1,0.6484107,-0.59829944,0.21875,BA,synthetic
BA-800-m3,train,4,27,1,1,0.7135798,-0.6483405,0.20725000000000002,BA,synthetic
BA-800-m3,train,4,28,1,5,0.76579523,-0.6899797,0.203125,BA,synthetic
BA-800-m3,train,4,29,1,5,0.81433743,-0.72525036,0.20625,BA,synthetic
BA-850-m4,train,0,0,1,5,-4.768461,4.9295526,0.001176470588235294,BA,synthetic
BA-850-m4,train,0,1,1,5,-4.6050553,4.752073,0.00811764705882353,BA,synthetic
BA-850-m4,train,0,2,1,5,-4.4470515,4.5809674,0.004705882352941176,BA,synthetic
BA-850-m4,train,0,3,1,5,-4.2928314,4.4144673,0.010235294117647058,BA,synthetic
BA-850-m4,train,0,4,1,5,-4.140344,4.250463,0.01776470588235294,BA,synthetic
BA-850-m4,train,0,5,1,5,-3.9851828,4.0839205,0.020705882352941178,BA,synthetic
BA-850-m4,train,0,6,1,5,-3.8300154,3.9174716,0.019411764705882354,BA,synthetic
BA-850-m4,train,0,7,1,5,-3.6756876,3.7527525,0.042352941176470586,BA,synthetic
BA-850-m4,train,0,8,1,2,-3.4996061,3.588391,0.06447058823529411,BA,synthetic
BA-850-m4,train,0,9,1,2,-3.3263206,3.4051032,0.07294117647058823,BA,synthetic
BA-850-m4,train,0,10,1,2,-3.1597269,3.2312214,0.0743529411764706,BA,synthetic
BA-850-m4,train,0,11,1,2,-2.9900806,3.0580044,0.0976470588235294,BA,synthetic
BA-850-m4,train,0,12,1,2,-2.8150368,2.8817456,0.11258823529411766,BA,synthetic
BA-850-m4,train,0,13,1,2,-2.6403167,2.7027643,0.12788235294117647,BA,synthetic
BA-850-m4,train,0,14,1,2,-2.4662235,2.52205,0.13423529411764706,BA,synthetic
BA-850-m4,train,0,15,1,2,-2.289706,2.3350577,0.16776470588235293,BA,synthetic
BA-850-m4,train,0,16,1,2,-2.1044176,2.1349158,0.15011764705882352,BA,synthetic
BA-850-m4,train,0,17,1,2,-1.8924905,1.9161091,0.1896470588235294,BA,synthetic
BA-850-m4,train,0,18,1,2,-1.639763,1.6573544,0.156,BA,synthetic
BA-850-m4,train,0,19,1,2,-1.3234824,1.3382366,0.2011764705882353,BA,synthetic
BA-850-m4,train,0,20,1,2,-0.9903743,1.0040796,0.1736470588235294,BA,synthetic
BA-850-m4,train,0,21,4,2,-0.65074414,0.66364753,0.16258823529411764,BA,synthetic
BA-850-m4,train,0,22,4,2,-0.31872684,0.33763453,0.20541176470588235,BA,synthetic
BA-850-m4,train,0,23,4,2,0.011156492,0.011579871,0.20811764705882355,BA,synthetic
BA-850-m4,train,0,24,4,1,0.33853185,-0.29594398,0.24176470588235294,BA,synthetic
BA-850-m4,train,0,25,4,1,0.58007854,-0.5313474,0.2208235294117647,BA,synthetic
BA-850-m4,train,0,26,1,1,0.64701486,-0.59577274,0.25694117647058823,BA,synthetic
BA-850-m4,train,0,27,1,1,0.7132447,-0.6469531,0.236,BA,synthetic
BA-850-m4,train,0,28,1,5,0.7653159,-0.6891117,0.23023529411764704,BA,synthetic
BA-850-m4,train,0,29,1,5,0.8140061,-0.72445047,0.25458823529411767,BA,synthetic
BA-850-m4,train,1,0,1,5,-4.7684617,4.9295526,0.001176470588235294,BA,synthetic
BA-850-m4,train,1,1,1,5,-4.6050553,4.752073,0.022235294117647058,BA,synthetic
BA-850-m4,train,1,2,1,5,-4.4470515,4.5809674,0.033529411764705884,BA,synthetic
BA-850-m4,train,1,3,1,5,-4.2928314,4.4144673,0.007294117647058823,BA,synthetic
BA-850-m4,train,1,4,1,5,-4.140344,4.250463,0.009764705882352943,BA,synthetic
BA-850-m4,train,1,5,1,5,-3.9851828,4.0839195,0.013411764705882354,BA,synthetic
BA-850-m4,train,1,6,1,5,-3.8300154,3.917472,0.030235294117647058,BA,synthetic
BA-850-m4,train,1,7,1,5,-3.6756873,3.7527525,0.015294117647058824,BA,synthetic
BA-850-m4,train,1,8,1,2,-3.4996064,3.588391,0.06152941176470588,BA,synthetic
BA-850-m4,train,1,9,1,2,-3.3263206,3.4051032,0.046235294117647055,BA,synthetic
BA-850-m4,train,1,10,1,2,-3.159727,3.2312212,0.09811764705882353,BA,synthetic
BA-850-m4,train,1,11,1,2,-2.9900806,3.0580044,0.12023529411764707,BA,synthetic
BA-850-m4,train,1,12,1,2,-2.8150368,2.881745,0.13247058823529412,BA,synthetic
BA-850-m4,train,1,13,1,2,-2.640317,2.7027643,0.12094117647058823,BA,synthetic
BA-850-m4,train,1,14,1,2,-2.4662232,2.52205,0.16117647058823528,BA,synthetic
BA-850-m4,train,1,15,1,2,-2.289706,2.3350577,0.14458823529411766,BA,synthetic
BA-850-m4,train,1,16,1,2,-2.1044176,2.1349158,0.1443529411764706,BA,synthetic
BA-850-m4,train,1,17,1,2,-1.8924905,1.9161088,0.18047058823529413,BA,synthetic
BA-850-m4,train,1,18,1,2,-1.639763,1.6573541,0.17552941176470588,BA,synthetic
BA-850-m4,train,1,19,1,2,-1.3234824,1.3382363,0.1816470588235294,BA,synthetic
BA-850-m4,train,1,20,1,2,-0.9903742,1.0040795,0.19705882352941176,BA,synthetic
BA-850-m4,train,1,21,4,2,-0.6507442,0.6636476,0.1975294117647059,BA,synthetic
BA-850-m4,train,1,22,4,2,-0.3187268,0.33763456,0.22247058823529411,BA,synthetic
BA-850-m4,train,1,23,4,2,0.01115644,0.0115798935,0.20411764705882354,BA,synthetic
BA-850-m4,train,1,24,4,1,0.3385319,-0.295944,0.23305882352941176,BA,synthetic
BA-850-m4,train,1,25,4,1,0.58007854,-0.5313474,0.22223529411764706,BA,synthetic
BA-850-m4,train,1,26,1,1,0.6470148,-0.59577274,0.24541176470588236,BA,synthetic
BA-850-m4,train,1,27,1,1,0.7132447,-0.64695305,0.226,BA,synthetic
BA-850-m4,train,1,28,1,5,0.7653159,-0.6891117,0.25564705882352945,BA,synthetic
BA-850-m4,train,1,29,1,5,0.8140061,-0.72445047,0.24,BA,synthetic
BA-850-m4,train,2,0,1,5,-4.768461,4.9295526,0.030235294117647058,BA,synthetic
BA-850-m4,train,2,1,1,5,-4.6050553,4.752073,0.010235294117647058,BA,synthetic
BA-850-m4,train,2,2,1,5,-4.4470515,4.5809674,0.004588235294117647,BA,synthetic
BA-850-m4,train,2,3,1,5,-4.2928314,4.4144673,0.007176470588235294,BA,synthetic
BA-850-m4,train,2,4,1,5,-4.140344,4.250463,0.0062352941176470585,BA,synthetic
BA-850-m4,train,2,5,1,5,-3.9851828,4.08392,0.014823529411764706,BA,synthetic
BA-850-m4,train,2,6,1,5,-3.8300154,3.9174716,0.011176470588235295,BA,synthetic
BA-850-m4,train,2,7,1,5,-3.6756878,3.7527525,0.04094117647058823,BA,synthetic
BA-850-m4,train,2,8,1,2,-3.4996061,3.5883908,0.07,BA,synthetic
BA-850-m4,train,2,9,1,2,-3.3263206,3.4051032,0.09823529411764706,BA,synthetic
BA-850-m4,train,2,10,1,2,-3.159727,3.2312214,0.09247058823529411,BA,synthetic
BA-850-m4,train,2,11,1,2,-2.9900806,3.0580044,0.11188235294117646,BA,synthetic
BA-850-m4,train,2,12,1,2,-2.8150365,2.8817449,0.14776470588235294,BA,synthetic
BA-850-m4,train,2,13,1,2,-2.640317,2.7027643,0.1323529411764706,BA,synthetic
BA-850-m4,train,2,14,1,2,-2.4662232,2.52205,0.13588235294117648,BA,synthetic
BA-850-m4,train,2,15,1,2,-2.289706,2.3350577,0.14458823529411766,BA,synthetic
BA-850-m4,train,2,16,1,2,-2.1044178,2.1349158,0.16870588235294118,BA,synthetic
BA-850-m4,train,2,17,1,2,-1.8924905,1.9161088,0.17376470588235293,BA,synthetic
BA-850-m4,train,2,18,1,2,-1.639763,1.6573541,0.17564705882352943,BA,synthetic
BA-850-m4,train,2,19,1,2,-1.3234824,1.3382363,0.18941176470588236,BA,synthetic
BA-850-m4,train,2,20,1,2,-0.99037427,1.0040795,0.18823529411764706,BA,synthetic
BA-850-m4,train,2,21,4,2,-0.65074414,0.6636475,0.1908235294117647,BA,synthetic
BA-850-m4,train,2,22,4,2,-0.3187268,0.3376345,0.1948235294117647,BA,synthetic
BA-850-m4,train,2,23,4,2,0.011156477,0.0115798935,0.20800000000000002,BA,synthetic
BA-850-m4,train,2,24,4,1,0.33853176,-0.295944,0.2371764705882353,BA,synthetic
BA-850-m4,train,2,25,4,1,0.58007854,-0.5313474,0.2243529411764706,BA,synthetic
BA-850-m4,train,2,26,1,1,0.6470148,-0.59577274,0.24800000000000003,BA,synthetic
BA-850-m4,train,2,27,1,1,0.71324474,-0.64695305,0.22658823529411765,BA,synthetic
BA-850-m4,train,2,28,1,5,0.7653159,-0.6891117,0.23199999999999998,BA,synthetic
BA-850-m4,train,2,29,1,5,0.8140061,-0.72445047,0.25470588235294117,BA,synthetic
BA-850-m4,train,3,0,1,5,-4.768461,4.9295526,0.004235294117647059,BA,synthetic
BA-850-m4,train,3,1,1,5,-4.6050553,4.752073,0.004352941176470588,BA,synthetic
BA-850-m4,train,3,2,1,5,-4.447052,4.5809674,0.04058823529411765,BA,synthetic
BA-850-m4,train,3,3,1,5,-4.2928314,4.4144673,0.008588235294117647,BA,synthetic
BA-850-m4,train,3,4,1,5,-4.140344,4.250463,0.007411764705882353,BA,synthetic
BA-850-m4,train,3,5,1,5,-3.985183,4.08392,0.01411764705882353,BA,synthetic
BA-850-m4,train,3,6,1,5,-3.8300154,3.9174716,0.01764705882352941,BA,synthetic
BA-850-m4,train,3,7,1,5,-3.6756873,3.7527525,0.020117647058823532,BA,synthetic
BA-850-m4,train,3,8,1,2,-3.4996061,3.5883908,0.03847058823529412,BA,synthetic
BA-850-m4,train,3,9,1,2,-3.3263204,3.4051032,0.08105882352941177,BA,synthetic
BA-850-m4,train,3,10,1,2,-3.159727,3.231221,0.08964705882352941,BA,synthetic
BA-850-m4,train,3,11,1,2,-2.9900806,3.0580044,0.08717647058823529,BA,synthetic
BA-850-m4,train,3,12,1,2,-2.8150368,2.8817453,0.12894117647058823,BA,synthetic
BA-850-m4,train,3,13,1,2,-2.640317,2.7027645,0.10505882352941176,BA,synthetic
BA-850-m4,train,3,14,1,2,-2.4662232,2.52205,0.15141176470588233,BA,synthetic
BA-850-m4,train,3,15,1,2,-2.289706,2.3350577,0.1872941176470588,BA,synthetic
BA-850-m4,train,3,16,1,2,-2.104418,2.134916,0.16741176470588237,BA,synthetic
BA-850-m4,train,3,17,1,2,-1.8924905,1.9161088,0.16564705882352943,BA,synthetic
BA-850-m4,train,3,18,1,2,-1.639763,1.6573541,0.16164705882352942,BA,synthetic
BA-850-m4,train,3,19,1,2,-1.3234824,1.3382366,0.18235294117647058,BA,synthetic
BA-850-m4,train,3,20,1,2,-0.99037427,1.0040796,0.19988235294117648,BA,synthetic
BA-850-m4,train,3,21,4,2,-0.65074426,0.66364753,0.19823529411764707,BA,synthetic
BA-850-m4,train,3,22,4,2,-0.31872693,0.3376346,0.2031764705882353,BA,synthetic
BA-850-m4,train,3,23,4,2,0.011156507,0.011579901,0.19423529411764706,BA,synthetic
BA-850-m4,train,3,24,4,1,0.33853176,-0.29594398,0.24,BA,synthetic
BA-850-m4,train,3,25,4,1,0.58007854,-0.5313474,0.22858823529411765,BA,synthetic
BA-850-m4,train,3,26,1,1,0.64701486,-0.5957726,0.25588235294117645,BA,synthetic
BA-850-m4,train,3,27,1,1,0.71324474,-0.64695305,0.23164705882352943,BA,synthetic
BA-850-m4,train,3,28,1,5,0.76531595,-0.6891117,0.22988235294117648,BA,synthetic
BA-850-m4,train,3,29,1,5,0.8140061,-0.72445047,0.24576470588235294,BA,synthetic
BA-850-m4,train,4,0,1,5,-4.768461,4.9295526,0.001176470588235294,BA,synthetic
BA-850-m4,train,4,1,1,5,-4.6050553,4.752073,0.0028235294117647056,BA,synthetic
BA-850-m4,train,4,2,1,5,-4.4470515,4.5809674,0.0055294117647058825,BA,synthetic
BA-850-m4,train,4,3,1,5,-4.2928314,4.4144673,0.01411764705882353,BA,synthetic
BA-850-m4,train,4,4,1,5,-4.140344,4.250463,0.01,BA,synthetic
BA-850-m4,train,4,5,1,5,-3.985183,4.08392,0.032705882352941175,BA,synthetic
BA-850-m4,train,4,6,1,5,-3.8300154,3.9174716,0.02376470588235294,BA,synthetic
BA-850-m4,train,4,7,1,5,-3.6756878,3.7527525,0.021176470588235293,BA,synthetic
BA-850-m4,train,4,8,1,2,-3.4996061,3.5883908,0.07070588235294117,BA,synthetic
BA-850-m4,train,4,9,1,2,-3.3263204,3.4051034,0.082,BA,synthetic
BA-850-m4,train,4,10,1,2,-3.159727,3.2312212,0.11047058823529413,BA,synthetic
BA-850-m4,train,4,11,1,2,-2.9900806,3.0580044,0.1011764705882353,BA,synthetic
BA-850-m4,train,4,12,1,2,-2.8150368,2.8817456,0.1451764705882353,BA,synthetic
BA-850-m4,train,4,13,1,2,-2.640317,2.7027645,0.15235294117647058,BA,synthetic
BA-850-m4,train,4,14,1,2,-2.4662235,2.5220501,0.14858823529411763,BA,synthetic
BA-850-m4,train,4,15,1,2,-2.289706,2.3350577,0.1623529411764706,BA,synthetic
BA-850-m4,train,4,16,1,2,-2.104418,2.134916,0.15011764705882352,BA,synthetic
BA-850-m4,train,4,17,1,2,-1.8924905,1.9161091,0.18188235294117647,BA,synthetic
BA-850-m4,train,4,18,1,2,-1.639763,1.6573541,0.16329411764705884,BA,synthetic
BA-850-m4,train,4,19,1,2,-1.3234824,1.3382366,0.17141176470588235,BA,synthetic
BA-850-m4,train,4,20,1,2,-0.9903743,1.0040796,0.18670588235294117,BA,synthetic
BA-850-m4,train,4,21,4,2,-0.6507442,0.66364753,0.21105882352941177,BA,synthetic
BA-850-m4,train,4,22,4,2,-0.3187268,0.33763462,0.20611764705882352,BA,synthetic
BA-850-m4,train,4,23,4,2,0.01115647,0.0115798935,0.21447058823529414,BA,synthetic
BA-850-m4,train,4,24,4,1,0.3385319,-0.29594398,0.22341176470588237,BA,synthetic
BA-850-m4,train,4,25,4,1,0.58007854,-0.5313474,0.2541176470588235,BA,synthetic
BA-850-m4,train,4,26,1,1,0.64701486,-0.59577274,0.2563529411764706,BA,synthetic
BA-850-m4,train,4,27,1,1,0.7132447,-0.64695305,0.23952941176470588,BA,synthetic
BA-850-m4,train,4,28,1,5,0.7653159,-0.6891117,0.2484705882352941,BA,synthetic
BA-850-m4,train,4,29,1,5,0.8140061,-0.72445047,0.2531764705882353,BA,synthetic
ER-800-p0.010,train,0,0,1,5,-4.768429,4.929553,0.0022500000000000003,ER,synthetic
ER-800-p0.010,train,0,1,1,5,-4.638326,4.7901893,0.013125,ER,synthetic
